mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2
76.41989133,1.163518709,2.637285256,0.041236166,0.08,2,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 170}",-1.004653595,0.004662204,16,-2.198626251,0.087874942,14,0.174887599,0.007262041,14
91.87193358,1.313628069,2.326187372,0.037326385,0.1,2,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 170}",-1.004905465,0.0046026,17,-2.200459103,0.088190816,15,0.174203427,0.0072011,15
78.00439849,0.942971101,2.742050314,0.043028939,0.08,1,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 170}",-1.007326452,0.004495243,24,-2.200939604,0.087163769,16,0.174010422,0.006955141,16
88.40405128,1.092010167,2.153806067,0.032306029,0.1,5,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 170}",-1.00438209,0.004456512,11,-2.201122359,0.088410595,17,0.173956554,0.007274604,17
72.29829586,1.226928281,2.298598862,0.054339169,0.08,5,2,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 170}",-1.004625772,0.004521525,13,-2.201302099,0.088064243,18,0.173885339,0.007145992,18
71.99505222,1.184996892,2.326872087,0.035825374,0.08,5,4,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 170}",-1.004625772,0.004521525,13,-2.201302099,0.088064243,18,0.173885339,0.007145992,18
72.20741279,0.630992944,2.313416338,0.032667713,0.08,5,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 170}",-1.004625772,0.004521525,13,-2.201302099,0.088064243,18,0.173885339,0.007145992,18
93.11803439,0.892148473,2.471039915,0.068907868,0.1,1,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 170}",-1.006648656,0.004561381,18,-2.202125129,0.088010486,21,0.173574991,0.007163446,21
59.33406246,1.314977171,3.016632795,0.117835196,0.06,2,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 170}",-1.008472925,0.004464172,27,-2.204465253,0.086712088,22,0.172681426,0.006624835,22
59.79449265,0.943745105,2.973551607,0.068780473,0.06,2,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 170}",-1.008472925,0.004464172,27,-2.204465253,0.086712088,22,0.172681426,0.006624835,22
85.09239659,0.867572917,2.011057234,0.038631343,0.1,10,2,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 170}",-1.007052412,0.004461692,19,-2.207909406,0.088270328,24,0.171405541,0.007085968,24
85.00785346,1.027632081,2.00810945,0.045787639,0.1,10,4,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 170}",-1.007052412,0.004461692,19,-2.207909406,0.088270328,24,0.171405541,0.007085968,24
84.74724841,0.857828338,2.026381636,0.034736407,0.1,10,10,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 170}",-1.007052412,0.004461692,19,-2.207909406,0.088270328,24,0.171405541,0.007085968,24
85.26475382,0.742979737,2.016455245,0.03612306,0.1,10,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 170}",-1.007052412,0.004461692,19,-2.207909406,0.088270328,24,0.171405541,0.007085968,24
63.5255379,1.217174634,3.325626349,0.124196947,0.06,1,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 170}",-1.012411805,0.004644614,41,-2.208121476,0.086832963,28,0.171308541,0.006701434,28
65.76021047,0.916202862,3.911433387,0.120048308,0.06,1,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 170}",-1.013211266,0.004581473,45,-2.208728366,0.086819345,29,0.171079823,0.006738929,29
72.84058151,0.55516549,2.209434485,0.045937417,0.08,2,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 170}",-1.008746989,0.004524074,29,-2.210133003,0.087659171,30,0.170562479,0.006947014,30
56.18823359,0.889799778,2.3889256,0.059758479,0.06,2,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 170}",-1.009832513,0.004448425,33,-2.211005768,0.086820236,31,0.170225519,0.006535678,31
70.65387075,1.095621594,2.047725892,0.024327473,0.08,5,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 170}",-1.008395081,0.004423046,26,-2.211352692,0.08765228,32,0.17010426,0.006899146,32
74.7055948,1.048366423,2.287622738,0.028466929,0.08,1,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 170}",-1.010474933,0.004448237,34,-2.211484049,0.086973007,33,0.170046661,0.006746165,33
53.48601151,0.73126999,2.162923813,0.024517455,0.06,5,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 170}",-1.009757553,0.004431859,30,-2.213519892,0.087293054,34,0.169286202,0.006686127,34
53.4243784,0.652127381,2.162314081,0.059331859,0.06,5,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 170}",-1.009757553,0.004431859,30,-2.213519892,0.087293054,34,0.169286202,0.006686127,34
53.6254648,0.873480251,2.167584276,0.036067516,0.06,5,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 170}",-1.009757553,0.004431859,30,-2.213519892,0.087293054,34,0.169286202,0.006686127,34
59.82917814,1.702066448,2.520886159,0.076529092,0.06,1,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 170}",-1.01263435,0.004602475,43,-2.213532937,0.087371283,37,0.169281891,0.006726805,37
88.03682041,1.007075629,2.159740114,0.026665174,0.1,2,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 40, 'n_estimators': 170}",-1.011576767,0.004524091,40,-2.217614308,0.088015552,38,0.167755949,0.006912824,38
85.38542135,0.891821655,2.022169423,0.060723225,0.1,5,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 40, 'n_estimators': 170}",-1.011124348,0.004457975,39,-2.217757138,0.088269423,39,0.167704975,0.007000309,39
68.09304121,1.122181726,1.961746836,0.093025077,0.08,10,2,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 170}",-1.010980879,0.004396793,35,-2.217979442,0.087589485,40,0.167614344,0.00672587,40
68.25600381,1.275182109,1.9045789,0.021576167,0.08,10,4,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 170}",-1.010980879,0.004396793,35,-2.217979442,0.087589485,40,0.167614344,0.00672587,40
67.38702757,0.871579383,1.935502243,0.043355744,0.08,10,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 170}",-1.010980879,0.004396793,35,-2.217979442,0.087589485,40,0.167614344,0.00672587,40
67.57827566,1.003447005,1.910357237,0.033549635,0.08,10,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 170}",-1.010980879,0.004396793,35,-2.217979442,0.087589485,40,0.167614344,0.00672587,40
89.44158716,1.055818671,2.153650045,0.020099759,0.1,1,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 40, 'n_estimators': 170}",-1.012646925,0.004489643,44,-2.218736447,0.088092796,44,0.167334844,0.006956404,44
82.6869374,0.819780437,1.914923024,0.023813376,0.1,10,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 40, 'n_estimators': 170}",-1.012411946,0.00445434,42,-2.221240291,0.088015003,45,0.166393857,0.006837684,45
38.69549706,0.898291708,2.650495124,0.085488379,0.04,2,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 170}",-1.016097669,0.0043332,51,-2.222868708,0.08751907,46,0.165775347,0.006763158,46
38.73987017,0.549628699,2.632541656,0.111798628,0.04,2,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 170}",-1.016097669,0.0043332,51,-2.222868708,0.08751907,46,0.165775347,0.006763158,46
54.15434799,0.642907828,2.082582712,0.027413657,0.06,2,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 170}",-1.014035376,0.004443403,47,-2.223021327,0.086941157,48,0.165712653,0.006410034,48
51.76403189,0.683480512,1.966922879,0.029340388,0.06,5,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 170}",-1.013579606,0.004443808,46,-2.22396633,0.08720414,49,0.165360521,0.006506234,49
55.28367462,1.10216597,2.147633696,0.0439156,0.06,1,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 170}",-1.015836779,0.004550031,50,-2.224890794,0.087501663,50,0.165015894,0.006631663,50
44.02732475,1.183273191,3.850551391,0.146679866,0.04,1,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 170}",-1.020505659,0.004375315,76,-2.226418825,0.08746439,51,0.164439442,0.006816352,51
40.32490342,0.894848566,3.077372217,0.108468998,0.04,1,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 170}",-1.019909978,0.004375645,68,-2.226523367,0.087057821,52,0.164396742,0.006579985,52
70.15241675,0.825657336,2.069084454,0.025643103,0.08,2,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 2, 'min_samples_split': 40, 'n_estimators': 170}",-1.015447542,0.004384776,49,-2.227129746,0.087495344,53,0.164174696,0.006671179,53
67.81349995,1.196584704,1.948865008,0.025909981,0.08,5,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 40, 'n_estimators': 170}",-1.015124028,0.004388416,48,-2.227852799,0.087678826,54,0.16390497,0.006707973,54
70.91675625,0.577119,2.065458441,0.072058464,0.08,1,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 1, 'min_samples_split': 40, 'n_estimators': 170}",-1.01650411,0.004382489,63,-2.227941618,0.087266466,55,0.163866748,0.0066133,55
37.047715,0.729236612,2.137208915,0.034929619,0.04,2,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 170}",-1.017363138,0.004369273,67,-2.229550974,0.087462229,56,0.163264266,0.006615779,56
49.82053022,1.037516829,1.925457311,0.042047124,0.06,10,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 170}",-1.016191714,0.004343906,53,-2.230873478,0.087230007,57,0.162765591,0.006421097,57
49.84235544,0.734389107,1.906638956,0.02591744,0.06,10,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 170}",-1.016191714,0.004343906,53,-2.230873478,0.087230007,57,0.162765591,0.006421097,57
49.77462456,0.747197952,1.9131253,0.031908913,0.06,10,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 170}",-1.016191714,0.004343906,53,-2.230873478,0.087230007,57,0.162765591,0.006421097,57
49.97465372,0.676801905,1.932117987,0.052266005,0.06,10,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 170}",-1.016191714,0.004343906,53,-2.230873478,0.087230007,57,0.162765591,0.006421097,57
79.72544441,0.829527499,1.819489217,0.041218196,0.1,20,2,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 170}",-1.016425394,0.004363578,58,-2.231243196,0.087991801,61,0.162635034,0.006717676,61
79.46741817,1.417456291,1.810333395,0.026796903,0.1,20,4,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 4, 'n_estimators': 170}",-1.016425394,0.004363578,58,-2.231243196,0.087991801,61,0.162635034,0.006717676,61
79.49198749,0.877780077,1.827870917,0.029724745,0.1,20,10,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 170}",-1.016425394,0.004363578,58,-2.231243196,0.087991801,61,0.162635034,0.006717676,61
79.5862926,0.659960469,1.820107317,0.038364478,0.1,20,20,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 170}",-1.016425394,0.004363578,58,-2.231243196,0.087991801,61,0.162635034,0.006717676,61
79.74924588,1.09288984,1.817579746,0.038043417,0.1,20,40,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 170}",-1.016425394,0.004363578,58,-2.231243196,0.087991801,61,0.162635034,0.006717676,61
65.63101823,0.796397608,1.843072343,0.060062746,0.08,10,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 40, 'n_estimators': 170}",-1.016373481,0.004299048,57,-2.231433401,0.087480282,66,0.162558013,0.006530141,66
34.81888542,0.6971895,1.990512204,0.057420382,0.04,5,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 170}",-1.017296319,0.004397044,64,-2.232225818,0.087280511,67,0.162257677,0.006467925,67
34.99607279,0.558392479,1.973098636,0.012937041,0.04,5,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 170}",-1.017296319,0.004397044,64,-2.232225818,0.087280511,67,0.162257677,0.006467925,67
34.92651579,0.716583189,2.005600548,0.064051674,0.04,5,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 170}",-1.017296319,0.004397044,64,-2.232225818,0.087280511,67,0.162257677,0.006467925,67
38.53455839,0.488647795,2.278105021,0.052691321,0.04,1,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 170}",-1.02017298,0.00437908,69,-2.232498528,0.086995789,70,0.162151078,0.006452305,70
52.16086795,0.631753005,1.926959753,0.050554519,0.06,2,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 2, 'min_samples_split': 40, 'n_estimators': 170}",-1.020714465,0.004430327,77,-2.240480524,0.086900658,71,0.159152457,0.006185745,71
50.01957302,0.888971037,1.753170776,0.039348283,0.06,5,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 5, 'min_samples_split': 40, 'n_estimators': 170}",-1.020296384,0.00445933,70,-2.240831675,0.087264209,72,0.159024605,0.006335155,72
63.48436465,0.63367545,1.641252708,0.024552263,0.08,20,2,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 170}",-1.020306413,0.004305823,71,-2.241225589,0.087800945,73,0.158882399,0.006502073,73
63.42211101,1.212662535,1.633054352,0.028836443,0.08,20,4,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 4, 'n_estimators': 170}",-1.020306413,0.004305823,71,-2.241225589,0.087800945,73,0.158882399,0.006502073,73
63.03984191,0.713787668,1.651959372,0.043372179,0.08,20,10,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 170}",-1.020306413,0.004305823,71,-2.241225589,0.087800945,73,0.158882399,0.006502073,73
63.35525613,0.737048599,1.639352894,0.037268038,0.08,20,20,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 170}",-1.020306413,0.004305823,71,-2.241225589,0.087800945,73,0.158882399,0.006502073,73
62.87493591,0.579168778,1.638714314,0.017554689,0.08,20,40,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 170}",-1.020306413,0.004305823,71,-2.241225589,0.087800945,73,0.158882399,0.006502073,73
52.72799869,0.395621049,1.953679395,0.061514123,0.06,1,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 1, 'min_samples_split': 40, 'n_estimators': 170}",-1.021773078,0.004506234,81,-2.241765892,0.087338085,78,0.158674259,0.006328521,78
35.34622619,0.824567818,1.947751498,0.047543838,0.04,2,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 170}",-1.021492727,0.004284362,79,-2.241891536,0.086972693,79,0.158622597,0.006244319,79
34.4012007,0.595035327,1.876070309,0.051644026,0.04,5,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 170}",-1.021058153,0.004337383,78,-2.242707362,0.08713753,80,0.158318133,0.006276238,80
36.04916277,0.537835994,2.020423365,0.054029006,0.04,1,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 170}",-1.023265877,0.004330422,82,-2.243593513,0.086723426,81,0.157979742,0.006211501,81
48.46606386,0.688797666,1.657945299,0.031763586,0.06,10,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 10, 'min_samples_split': 40, 'n_estimators': 170}",-1.021530961,0.004341955,80,-2.244386575,0.087069498,82,0.157686402,0.006235503,82
80.60114176,1.545206891,1.63928411,0.03475399,0.1,5,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 100, 'n_estimators': 170}",-1.02354848,0.004449304,83,-2.248154076,0.087874476,83,0.156280089,0.006473035,83
82.24430201,0.564227224,1.694583821,0.039967985,0.1,2,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 2, 'min_samples_split': 100, 'n_estimators': 170}",-1.023897543,0.004430642,88,-2.248390303,0.087740667,84,0.156190181,0.006372399,84
83.34848523,1.398993189,1.733504081,0.035599995,0.1,1,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 100, 'n_estimators': 170}",-1.024371577,0.004411649,90,-2.249048284,0.08778681,85,0.155943495,0.006373005,85
78.76927252,0.979303882,1.639332247,0.080074487,0.1,10,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 10, 'min_samples_split': 100, 'n_estimators': 170}",-1.024003029,0.004394268,89,-2.249476215,0.087680321,86,0.155780848,0.006408438,86
32.36260753,0.453973964,1.689033818,0.036276209,0.04,10,2,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 170}",-1.023717446,0.004312084,84,-2.249715973,0.086979539,87,0.155683331,0.006103621,87
32.41234007,0.397067166,1.704789829,0.033109128,0.04,10,4,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 170}",-1.023717446,0.004312084,84,-2.249715973,0.086979539,87,0.155683331,0.006103621,87
32.48394949,0.515355377,1.690967083,0.029338213,0.04,10,10,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 170}",-1.023717446,0.004312084,84,-2.249715973,0.086979539,87,0.155683331,0.006103621,87
32.54430401,0.527725345,1.691125178,0.023716556,0.04,10,20,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 170}",-1.023717446,0.004312084,84,-2.249715973,0.086979539,87,0.155683331,0.006103621,87
76.58325834,0.714248235,1.550337458,0.062384396,0.1,20,100,170,"{'max_samples': 0.1, 'min_samples_leaf': 20, 'min_samples_split': 100, 'n_estimators': 170}",-1.025639642,0.004310602,96,-2.253801161,0.087646122,91,0.154155298,0.006351315,91
46.4504499,0.608584913,1.598829818,0.068773032,0.06,20,2,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 170}",-1.025528453,0.00417609,91,-2.254171798,0.086947526,92,0.154008247,0.0060888,92
46.23008032,0.543098146,1.619111776,0.066467435,0.06,20,4,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 4, 'n_estimators': 170}",-1.025528453,0.00417609,91,-2.254171798,0.086947526,92,0.154008247,0.0060888,92
46.52784979,0.587400554,1.593488574,0.064097547,0.06,20,10,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 10, 'n_estimators': 170}",-1.025528453,0.00417609,91,-2.254171798,0.086947526,92,0.154008247,0.0060888,92
46.75648215,0.860928045,1.592854285,0.052994571,0.06,20,20,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 170}",-1.025528453,0.00417609,91,-2.254171798,0.086947526,92,0.154008247,0.0060888,92
46.72216713,0.945655948,1.597690225,0.05745802,0.06,20,40,170,"{'max_samples': 0.06, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 170}",-1.025528453,0.00417609,91,-2.254171798,0.086947526,92,0.154008247,0.0060888,92
64.09387515,1.122680986,1.642350054,0.059955821,0.08,5,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 5, 'min_samples_split': 100, 'n_estimators': 170}",-1.027475038,0.004379076,97,-2.257921727,0.087435144,97,0.152604893,0.006238074,97
65.42711906,0.880291979,1.636160398,0.0288597,0.08,2,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 2, 'min_samples_split': 100, 'n_estimators': 170}",-1.027749874,0.004408948,98,-2.257947203,0.087415405,98,0.15259546,0.006198129,98
66.37278659,0.751122976,1.669040203,0.037226168,0.08,1,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 1, 'min_samples_split': 100, 'n_estimators': 170}",-1.028246021,0.004397894,102,-2.258462906,0.087356827,99,0.152400973,0.006167895,99
62.6887414,0.524766101,1.522451615,0.027649367,0.08,10,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 10, 'min_samples_split': 100, 'n_estimators': 170}",-1.02792803,0.004324229,100,-2.259304627,0.087199683,100,0.152082759,0.006122883,100
33.94734268,0.641128422,1.712032175,0.029453034,0.04,2,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 2, 'min_samples_split': 40, 'n_estimators': 170}",-1.028156798,0.004349476,101,-2.259544011,0.087046539,101,0.151991849,0.005941072,101
33.03594277,0.70039069,1.756696224,0.054023988,0.04,5,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 5, 'min_samples_split': 40, 'n_estimators': 170}",-1.02778566,0.004339448,99,-2.259624438,0.086994615,102,0.151960926,0.005962138,102
35.08838181,1.167431007,1.816090345,0.079403851,0.04,1,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 1, 'min_samples_split': 40, 'n_estimators': 170}",-1.029199644,0.004352963,104,-2.260395156,0.086855071,103,0.15166939,0.005938514,103
31.47559814,0.355255401,1.661430693,0.03855561,0.04,10,40,170,"{'max_samples': 0.04, 'min_samples_leaf': 10, 'min_samples_split': 40, 'n_estimators': 170}",-1.029118493,0.004289107,103,-2.263417446,0.086743144,104,0.150532938,0.005819339,104
60.87080939,0.890276006,1.450745893,0.022628636,0.08,20,100,170,"{'max_samples': 0.08, 'min_samples_leaf': 20, 'min_samples_split': 100, 'n_estimators': 170}",-1.029539177,0.004320782,105,-2.263695613,0.087314372,105,0.150434181,0.00610618,105
