GEOID,ATOTAL,area,error
51091,1077058660,,
51093,939720661,,
51095,463970579,,
51097,845162064,,
51099,486321196,,
51101,740612929,,
51103,599353063,,
51105,1132519263,,
51107,1350249620,,
51109,1322770886,,
51111,1119841337,,
51113,833655311,,
51115,652579716,,
51117,1759200166,,
51119,545864739,,
51121,1008211360,,
51125,1228208510,,
51127,579587758,,
51131,2059700191,,
51133,739714859,,
51135,818563413,,
51137,889976751,,
51139,811319623,,
51141,1257987271,,
51143,2533609512,,
51145,679365451,,
51147,916436086,,
51149,729977435,,
51153,900451184,,
51155,853254918,,
51157,692043320,,
51159,560384056,,
51161,650668984,,
51163,1553875045,,
51165,2211591319,,
51167,1233971279,,
51169,1395891624,,
51171,1325636300,,
51173,1172511154,,
51175,1560000005,,
51177,1073004196,,
51179,725325213,,
51181,803692655,,
51183,1276419707,,
51185,1346583266,,
51187,564219528,,
51191,1466383978,,
51193,655060588,,
51195,1050160852,,
51197,1203682917,,
51199,556487735,,
51510,39749599,,
51520,33742585,,
51530,16894328,,
51540,26580731,,
51550,908947850,,
51570,20242142,,
51580,14685334,,
51590,113185887,,
51595,18046692,,
51600,16246884,,
51610,5300294,,
51620,21665659,,
51630,27244846,,
51640,21437366,,
51650,353003508,,
51660,45039466,,
51670,28045799,,
51678,6540783,,
51680,128271319,,
51683,25655760,,
51685,6539335,,
51690,28510225,,
51700,309824125,,
51710,249682957,,
51720,19455448,,
51730,59423409,,
51735,203293425,,
51740,120906485,,
51750,25920014,,
51760,162054928,,
51770,110985210,,
51775,37877866,,
51790,51741513,,
51800,1110864679,,
51810,1288515915,,
51820,39136238,,
51830,23572215,,
51840,23863957,,
53001,4998163282,,
53003,1658719642,,
53005,4557603495,,
53007,7755468405,,
53009,6912722701,,
53011,1697993065,,
53013,2262186528,,
53015,3021041053,,
53017,4788377056,,
53019,5846655652,,
53021,3276227234,,
53023,1860349716,,
53025,7229815332,,
53027,5759104952,,
53029,1339864719,,
53031,5666626318,,
53033,5976276373,,
53035,1465495857,,
53037,6042413010,,
53039,4932446556,,
53041,6310105134,,
53043,6059687170,,
53045,2722188709,,
53047,13759776239,,
53049,3176717890,,
53051,3692035724,,
53053,4676121002,,
53055,1607910746,,
53057,4965098791,,
53059,4368220695,,
53061,5686970894,,
53063,4611887046,,
53065,6579439853,,
53067,2004884630,,
53069,742545197,,
53071,3364302623,,
53073,6487605361,,
53075,5640709950,,
53077,11163923111,,
54001,887977966,,
54003,832828450,,
54005,1303273351,,
54007,1337141345,,
54009,239748258,,
54011,745960056,,
54013,726956972,,
54015,890479698,,
54017,830028946,,
54019,1731013207,,
54021,880799738,,
54023,1243933878,,
54025,2653467739,,
54027,1669536488,,
54029,227836443,,
54031,1513814208,,
54033,1078775253,,
54035,1221514025,,
54037,548223195,,
54039,2359272144,,
54041,1009180110,,
54043,1135948553,,
54045,1180039819,,
54047,1385380123,,
54049,806828623,,
54051,808474997,,
54053,1151807814,,
54055,1089548489,,
54057,852676015,,
54059,1098104474,,
54061,947624417,,
54063,1226724375,,
54065,594697044,,
54067,1694904961,,
54069,282373248,,
54071,1808188689,,
54073,348475597,,
54075,2439300852,,
54077,1687088465,,
54079,907529270,,
54081,1578200838,,
54083,2693478210,,
54085,1175073457,,
54087,1252827055,,
54089,952408349,,
54091,455007886,,
54093,1090623823,,
54095,675200708,,
54097,918809605,,
54099,1326364829,,
54101,1440626032,,
54103,935838999,,
54105,608040789,,
54107,975820539,,
54109,1299704232,,
55001,1780565037,,
55003,5937187131,,
55005,2304475931,,
55007,5287977973,,
55009,1594742103,,
55011,1837840337,,
55013,2279770935,,
55015,1028425151,,
55017,2696861787,,
55019,3156340998,,
55021,2061591217,,
55023,1551947311,,
55025,3205116223,,
55027,2349381110,,
55029,6138882032,,
55031,3832341671,,
55033,2237475498,,
55035,1671059814,,
55037,1288344095,,
55039,1983521012,,
55041,2710472692,,
55043,3064923797,,
55045,1513980409,,
55047,984517439,,
55049,1989250238,,
55051,2380623692,,
55053,2591226064,,
55055,1509294125,,
55057,2085368083,,
55059,1952916565,,
55061,2808288088,,
55063,1243186816,,
55065,1643524437,,
55067,2299375765,,
55069,2348577652,,
55071,3869640144,,
55073,4082686800,,
55075,4014475800,,
55077,1202958248,,
55078,945240045,,
55079,3080824202,,
55081,2351916532,,
55083,2975503020,,
55085,3202705059,,
55087,1669526999,,
55089,2890929806,,
55091,644135925,,
55093,1535152833,,
55095,2477103549,,
55097,2131088062,,
55099,3310086806,,
55101,2051640780,,
55103,1526273700,,
55105,1880686124,,
55107,2410905743,,
55109,1905418625,,
55111,2199378970,,
55113,3497100436,,
55115,2355324808,,
55117,3292498591,,
55119,2550005185,,
55121,1921843823,,
55123,2114425271,,
55125,2635873875,,
55127,1493362479,,
55129,2210079840,,
55131,1128361600,,
55133,1503587233,,
55135,1981791591,,
55137,1650846819,,
55139,1498491488,,
55141,2095953000,,
56001,11159616877,,
56003,8179910371,,
56005,12448302314,,
56007,20626601234,,
56009,11046454308,,
56011,7421254987,,
56013,23998157416,,
56015,5781280662,,
56017,5196554070,,
56019,10812156265,,
56021,6960703057,,
56023,10605021128,,
56025,13922897590,,
56027,6806350123,,
56029,18039666461,,
56031,5467055646,,
56033,6543461436,,
56035,12783282655,,
56037,27171984503,,
56039,10922649177,,
56041,5408257582,,
56043,5808568365,,
56045,6216029616,,
