GEOID,YYYYMM,deaths
32003,201009,59
32031,201009,11
33015,201009,11
34003,201009,26
34005,201009,10
34007,201009,13
34013,201009,19
34015,201009,10
34017,201009,18
34021,201009,10
34023,201009,15
34025,201009,16
34027,201009,11
34029,201009,26
34039,201009,13
35001,201009,33
36001,201009,19
36005,201009,22
36007,201009,13
36027,201009,11
36029,201009,40
36047,201009,31
36055,201009,15
36059,201009,33
36061,201009,26
36063,201009,10
36065,201009,14
36067,201009,15
36071,201009,10
36081,201009,30
36103,201009,37
36119,201009,25
37021,201009,19
37051,201009,11
37057,201009,12
37071,201009,12
37081,201009,10
37097,201009,10
37119,201009,17
37183,201009,27
39017,201009,15
39035,201009,54
39049,201009,39
39061,201009,25
39085,201009,11
39093,201009,18
39095,201009,17
39099,201009,18
39113,201009,23
39139,201009,10
39151,201009,13
39153,201009,21
39155,201009,11
40109,201009,27
40143,201009,26
41019,201009,11
41029,201009,12
41039,201009,15
41047,201009,15
41051,201009,19
41067,201009,13
42003,201009,48
42013,201009,13
42017,201009,13
42019,201009,11
42045,201009,12
42049,201009,10
42069,201009,11
42071,201009,14
42077,201009,10
42089,201009,10
42091,201009,19
42095,201009,11
42097,201009,11
42101,201009,32
42125,201009,10
42129,201009,15
44007,201009,21
45007,201009,17
45045,201009,17
45051,201009,12
45063,201009,10
47037,201009,19
47065,201009,13
47093,201009,22
47157,201009,24
48029,201009,28
48085,201009,11
48113,201009,57
48121,201009,15
48141,201009,17
48183,201009,11
48201,201009,67
48245,201009,13
48251,201009,10
48303,201009,17
48309,201009,12
48339,201009,12
48439,201009,47
49035,201009,18
51041,201009,12
51059,201009,18
51810,201009,14
53033,201009,39
53053,201009,18
53061,201009,19
53063,201009,20
54039,201009,11
55079,201009,34
55133,201009,10
01073,201010,23
01089,201010,17
01095,201010,11
01097,201010,14
04013,201010,118
04015,201010,16
04019,201010,32
04021,201010,17
04025,201010,11
05119,201010,14
06001,201010,35
06013,201010,18
06019,201010,20
06029,201010,35
06037,201010,187
06053,201010,12
06059,201010,70
06061,201010,11
06065,201010,55
06067,201010,43
06071,201010,61
06073,201010,74
06075,201010,14
06077,201010,15
06079,201010,11
06081,201010,12
06083,201010,15
06085,201010,34
06089,201010,13
06095,201010,10
06097,201010,21
06099,201010,14
06111,201010,21
08005,201010,10
08031,201010,24
08041,201010,21
08059,201010,14
08077,201010,14
08101,201010,15
08123,201010,11
09001,201010,23
09003,201010,21
09009,201010,30
10001,201010,11
10003,201010,23
10005,201010,10
11001,201010,12
12009,201010,33
12011,201010,56
12017,201010,14
12021,201010,18
12031,201010,34
12033,201010,12
12053,201010,13
12057,201010,38
12069,201010,12
12071,201010,36
12081,201010,21
12083,201010,15
12085,201010,10
12086,201010,56
12095,201010,14
12099,201010,54
12101,201010,32
12103,201010,45
12105,201010,39
12111,201010,12
12113,201010,10
12115,201010,19
12117,201010,11
12127,201010,24
13051,201010,10
13067,201010,21
13121,201010,19
13135,201010,14
13215,201010,10
13245,201010,13
15003,201010,23
16001,201010,14
17031,201010,131
17043,201010,22
17097,201010,17
17111,201010,10
17113,201010,10
17119,201010,15
17143,201010,10
17183,201010,13
17197,201010,14
17201,201010,11
18003,201010,12
18089,201010,21
18097,201010,48
18109,201010,11
19153,201010,14
19163,201010,10
20091,201010,18
20173,201010,27
21111,201010,33
21117,201010,10
22017,201010,13
22051,201010,15
23005,201010,13
23019,201010,11
24003,201010,13
24005,201010,33
24015,201010,10
24031,201010,15
24033,201010,15
24043,201010,13
24510,201010,18
25001,201010,16
25005,201010,18
25009,201010,26
25013,201010,16
25017,201010,32
25021,201010,19
25023,201010,27
25025,201010,14
25027,201010,22
26017,201010,10
26025,201010,10
26049,201010,21
26077,201010,10
26081,201010,19
26099,201010,43
26121,201010,10
26125,201010,54
26145,201010,12
26163,201010,77
27037,201010,11
27053,201010,38
27123,201010,21
27137,201010,11
29021,201010,11
29077,201010,11
29095,201010,35
29183,201010,11
29189,201010,31
29510,201010,14
31055,201010,23
31109,201010,11
32003,201010,55
32031,201010,14
33011,201010,14
33015,201010,14
34003,201010,23
34005,201010,16
34007,201010,20
34013,201010,25
34015,201010,12
34017,201010,15
34023,201010,21
34025,201010,20
34027,201010,11
34029,201010,21
34031,201010,10
35001,201010,28
35013,201010,10
36001,201010,15
36005,201010,23
36027,201010,11
36029,201010,37
36047,201010,50
36055,201010,17
36059,201010,25
36061,201010,26
36063,201010,14
36065,201010,17
36067,201010,22
36071,201010,11
36081,201010,46
36103,201010,42
36111,201010,10
36119,201010,24
37021,201010,16
37035,201010,11
37057,201010,11
37081,201010,17
37119,201010,28
37159,201010,10
37183,201010,19
39017,201010,15
39035,201010,55
39049,201010,36
39061,201010,33
39085,201010,11
39089,201010,11
39093,201010,13
39095,201010,24
39099,201010,12
39113,201010,29
39151,201010,20
39153,201010,36
39165,201010,13
40027,201010,10
40109,201010,37
40137,201010,10
40143,201010,36
41019,201010,11
41029,201010,11
41039,201010,22
41047,201010,13
41051,201010,33
41067,201010,12
42003,201010,50
42011,201010,10
42017,201010,23
42029,201010,17
42043,201010,13
42045,201010,19
42049,201010,18
42069,201010,15
42071,201010,11
42079,201010,18
42081,201010,18
42091,201010,23
42095,201010,14
42101,201010,53
42129,201010,18
42133,201010,22
44003,201010,12
44007,201010,24
45019,201010,11
45045,201010,16
45051,201010,15
45063,201010,11
45083,201010,15
45091,201010,10
46099,201010,10
47037,201010,19
47065,201010,15
47093,201010,23
47113,201010,10
47157,201010,31
47163,201010,10
47165,201010,10
48029,201010,40
48039,201010,15
48113,201010,56
48121,201010,15
48141,201010,16
48167,201010,11
48181,201010,10
48201,201010,70
48213,201010,11
48215,201010,10
48303,201010,15
48309,201010,13
48339,201010,14
48355,201010,11
48375,201010,10
48423,201010,10
48439,201010,56
48453,201010,14
49035,201010,24
51059,201010,15
51810,201010,16
53033,201010,47
53035,201010,12
53053,201010,33
53061,201010,17
53063,201010,25
54011,201010,10
54039,201010,10
55079,201010,38
55105,201010,10
55133,201010,10
01073,201011,18
01089,201011,10
01097,201011,14
01101,201011,14
04013,201011,130
04015,201011,12
04019,201011,46
04021,201011,16
04025,201011,21
04027,201011,12
05051,201011,14
06001,201011,27
06007,201011,12
06013,201011,31
06019,201011,28
06029,201011,36
06037,201011,235
06053,201011,12
06059,201011,60
06061,201011,14
06065,201011,70
06067,201011,45
06071,201011,64
06073,201011,63
06075,201011,17
06077,201011,19
06081,201011,20
06083,201011,15
06085,201011,32
06087,201011,10
06089,201011,17
06095,201011,12
06097,201011,16
06099,201011,24
06107,201011,14
06111,201011,19
08001,201011,10
08005,201011,12
08031,201011,13
08041,201011,14
08059,201011,25
08101,201011,12
09001,201011,15
09003,201011,22
09009,201011,24
10003,201011,19
11001,201011,11
12009,201011,41
12011,201011,61
12017,201011,14
12019,201011,15
12021,201011,14
12023,201011,12
12031,201011,35
12033,201011,22
12053,201011,11
12055,201011,12
12057,201011,39
12061,201011,10
12069,201011,14
12071,201011,23
12081,201011,15
12083,201011,18
12085,201011,11
12086,201011,57
12091,201011,10
12095,201011,21
12099,201011,52
12101,201011,31
12103,201011,48
12105,201011,18
12111,201011,17
12115,201011,17
12117,201011,16
12127,201011,34
13057,201011,10
13067,201011,16
13089,201011,12
13121,201011,16
13135,201011,10
13297,201011,11
15003,201011,12
16001,201011,12
17031,201011,127
17043,201011,24
17097,201011,18
17119,201011,14
17161,201011,12
17163,201011,14
17197,201011,17
17201,201011,10
18003,201011,10
18057,201011,10
18089,201011,19
18097,201011,45
19013,201011,14
19153,201011,19
20173,201011,22
20209,201011,11
21111,201011,42
22017,201011,11
22033,201011,12
22051,201011,10
22103,201011,13
24003,201011,10
24005,201011,34
24031,201011,16
24033,201011,18
24043,201011,10
24510,201011,13
25001,201011,14
25005,201011,16
25009,201011,22
25013,201011,12
25017,201011,30
25021,201011,26
25023,201011,16
25025,201011,13
25027,201011,26
26027,201011,10
26049,201011,17
26077,201011,19
26081,201011,21
26099,201011,30
26125,201011,29
26145,201011,17
26163,201011,62
27053,201011,31
27123,201011,12
28047,201011,11
29047,201011,10
29095,201011,25
29183,201011,12
29189,201011,20
31055,201011,18
31109,201011,12
32003,201011,60
32031,201011,10
33011,201011,14
33015,201011,19
34001,201011,11
34003,201011,30
34005,201011,13
34007,201011,17
34013,201011,19
34023,201011,21
34025,201011,25
34029,201011,21
34031,201011,16
34041,201011,13
35001,201011,19
36005,201011,32
36029,201011,35
36047,201011,52
36055,201011,17
36059,201011,36
36061,201011,33
36067,201011,16
36071,201011,12
36081,201011,43
36085,201011,20
36091,201011,10
36103,201011,49
36119,201011,22
37021,201011,16
37035,201011,11
37067,201011,19
37071,201011,13
37081,201011,17
37119,201011,22
37183,201011,10
39017,201011,11
39035,201011,45
39049,201011,36
39061,201011,37
39089,201011,13
39093,201011,22
39095,201011,14
39099,201011,15
39113,201011,20
39151,201011,22
39153,201011,28
40027,201011,18
40109,201011,27
40143,201011,23
41005,201011,13
41019,201011,12
41029,201011,10
41039,201011,17
41041,201011,11
41051,201011,19
41067,201011,15
42003,201011,32
42011,201011,21
42017,201011,32
42029,201011,14
42045,201011,24
42049,201011,12
42071,201011,22
42077,201011,12
42079,201011,11
42091,201011,27
42101,201011,43
42125,201011,15
42129,201011,10
42133,201011,17
44003,201011,11
44007,201011,20
45007,201011,10
45019,201011,12
45045,201011,19
45051,201011,17
45083,201011,16
45091,201011,14
47037,201011,22
47065,201011,24
47093,201011,20
47157,201011,30
47165,201011,12
48027,201011,13
48029,201011,40
48039,201011,12
48061,201011,10
48085,201011,15
48113,201011,51
48121,201011,17
48141,201011,20
48183,201011,11
48201,201011,62
48231,201011,10
48245,201011,12
48303,201011,15
48309,201011,12
48339,201011,15
48439,201011,59
48453,201011,13
48491,201011,13
49035,201011,17
51041,201011,13
51059,201011,15
53011,201011,13
53033,201011,39
53035,201011,10
53053,201011,24
53061,201011,19
53063,201011,18
53077,201011,14
54011,201011,10
54039,201011,17
55079,201011,31
55133,201011,17
01003,201012,12
01073,201012,34
01089,201012,20
01095,201012,10
01097,201012,16
01101,201012,10
04013,201012,144
04015,201012,15
04019,201012,55
04021,201012,19
04025,201012,17
04027,201012,18
05007,201012,14
05119,201012,11
05125,201012,13
05143,201012,10
06001,201012,32
06007,201012,16
06013,201012,32
06019,201012,26
06023,201012,12
06029,201012,32
06037,201012,232
06059,201012,77
06061,201012,25
06065,201012,92
06067,201012,63
06071,201012,59
06073,201012,93
06075,201012,12
06077,201012,21
06079,201012,18
06081,201012,13
06083,201012,15
06085,201012,36
06089,201012,10
06095,201012,22
06097,201012,31
06099,201012,23
06107,201012,13
06111,201012,22
08001,201012,17
08005,201012,20
08031,201012,22
08035,201012,10
08041,201012,20
08059,201012,23
08101,201012,12
08123,201012,13
09001,201012,16
09003,201012,26
09005,201012,10
09009,201012,26
09011,201012,17
10003,201012,23
10005,201012,16
11001,201012,12
12005,201012,13
12009,201012,45
12011,201012,62
12015,201012,12
12017,201012,16
12021,201012,18
12031,201012,43
12033,201012,20
12053,201012,14
12055,201012,16
12057,201012,43
12069,201012,19
12071,201012,38
12081,201012,12
12083,201012,22
12085,201012,10
12086,201012,83
12095,201012,40
12097,201012,11
12099,201012,57
12101,201012,44
12103,201012,55
12105,201012,39
12111,201012,21
12115,201012,36
12117,201012,14
12127,201012,40
13051,201012,13
13057,201012,13
13067,201012,15
13089,201012,17
13121,201012,18
13135,201012,13
13151,201012,10
13215,201012,10
13245,201012,13
13275,201012,10
15003,201012,20
16001,201012,11
17031,201012,139
17043,201012,26
17089,201012,12
17097,201012,15
17115,201012,10
17119,201012,15
17163,201012,18
17167,201012,12
17183,201012,13
17197,201012,12
17201,201012,20
18003,201012,16
18005,201012,10
18039,201012,10
18053,201012,14
18081,201012,10
18089,201012,11
18095,201012,12
18097,201012,55
18141,201012,15
18163,201012,11
19113,201012,10
19193,201012,11
20091,201012,17
20173,201012,20
21067,201012,11
21111,201012,29
22017,201012,28
22033,201012,11
22051,201012,13
22073,201012,13
22103,201012,11
23005,201012,16
23011,201012,13
23019,201012,10
24003,201012,15
24005,201012,29
24021,201012,14
24031,201012,11
24033,201012,18
24510,201012,22
25001,201012,11
25005,201012,16
25009,201012,29
25017,201012,41
25021,201012,21
25023,201012,14
25025,201012,21
25027,201012,35
26021,201012,10
26045,201012,11
26049,201012,29
26065,201012,15
26077,201012,25
26081,201012,17
26099,201012,32
26121,201012,15
26125,201012,46
26145,201012,14
26161,201012,12
26163,201012,50
27003,201012,10
27037,201012,10
27053,201012,39
27123,201012,21
27137,201012,14
28033,201012,10
28059,201012,12
29047,201012,15
29077,201012,22
29095,201012,35
29097,201012,11
29099,201012,12
29183,201012,11
29189,201012,34
29510,201012,12
31055,201012,15
31109,201012,19
32003,201012,70
32031,201012,21
33011,201012,12
34001,201012,10
34003,201012,28
34005,201012,12
34007,201012,17
34013,201012,20
34015,201012,19
34023,201012,31
34025,201012,19
34027,201012,17
34029,201012,31
34031,201012,13
34035,201012,10
34039,201012,14
35001,201012,20
35013,201012,11
36001,201012,16
36005,201012,35
36007,201012,13
36027,201012,15
36029,201012,54
36047,201012,38
36055,201012,26
36059,201012,45
36061,201012,36
36065,201012,12
36067,201012,15
36071,201012,16
36075,201012,10
36081,201012,32
36085,201012,15
36087,201012,13
36093,201012,10
36103,201012,58
36119,201012,32
37021,201012,11
37035,201012,14
37067,201012,17
37071,201012,18
37081,201012,17
37119,201012,22
37179,201012,12
37183,201012,19
39003,201012,10
39017,201012,17
39025,201012,15
39035,201012,73
39049,201012,52
39061,201012,39
39089,201012,10
39093,201012,18
39095,201012,18
39099,201012,14
39113,201012,19
39139,201012,12
39151,201012,31
39153,201012,28
39155,201012,15
39165,201012,10
40027,201012,15
40109,201012,63
40143,201012,28
41005,201012,14
41029,201012,16
41039,201012,16
41047,201012,15
41051,201012,36
42003,201012,53
42007,201012,10
42011,201012,15
42017,201012,24
42019,201012,10
42029,201012,18
42045,201012,30
42049,201012,11
42051,201012,13
42071,201012,13
42077,201012,14
42079,201012,15
42091,201012,33
42095,201012,12
42101,201012,56
42125,201012,14
42129,201012,17
42133,201012,12
44003,201012,11
44007,201012,22
45007,201012,12
45019,201012,18
45045,201012,27
45051,201012,20
45059,201012,10
45063,201012,15
45083,201012,22
47037,201012,22
47065,201012,18
47093,201012,18
47157,201012,33
47163,201012,14
47165,201012,11
47187,201012,11
48027,201012,14
48029,201012,41
48039,201012,10
48085,201012,14
48113,201012,76
48121,201012,19
48135,201012,11
48139,201012,10
48141,201012,28
48157,201012,10
48167,201012,12
48201,201012,93
48215,201012,10
48231,201012,12
48245,201012,15
48303,201012,17
48355,201012,13
48423,201012,11
48439,201012,44
48453,201012,24
48485,201012,10
49035,201012,30
51059,201012,24
51810,201012,13
53005,201012,11
53011,201012,15
53033,201012,37
53035,201012,13
53053,201012,22
53061,201012,27
53063,201012,28
53067,201012,14
53073,201012,10
53077,201012,15
55009,201012,10
55025,201012,15
55059,201012,11
55079,201012,33
55133,201012,20
56025,201012,14
01003,201101,10
01015,201101,11
01055,201101,10
01073,201101,33
01089,201101,18
01097,201101,23
04013,201101,203
04015,201101,23
04019,201101,51
04021,201101,11
04025,201101,17
04027,201101,14
05051,201101,17
05119,201101,14
06001,201101,39
06007,201101,17
06013,201101,31
06019,201101,27
06023,201101,11
06029,201101,45
06037,201101,301
06047,201101,11
06053,201101,14
06059,201101,79
06061,201101,19
06065,201101,94
06067,201101,50
06071,201101,63
06073,201101,134
06075,201101,12
06077,201101,26
06079,201101,12
06081,201101,15
06083,201101,16
06085,201101,49
06089,201101,15
06095,201101,17
06097,201101,21
06099,201101,23
06107,201101,14
06111,201101,31
08001,201101,17
08005,201101,27
08031,201101,26
08041,201101,16
08059,201101,28
08123,201101,17
09001,201101,25
09003,201101,41
09005,201101,11
09009,201101,40
09011,201101,17
10001,201101,11
10003,201101,26
10005,201101,17
11001,201101,15
12001,201101,13
12005,201101,15
12009,201101,46
12011,201101,81
12015,201101,14
12017,201101,19
12019,201101,16
12021,201101,27
12031,201101,41
12033,201101,17
12053,201101,19
12055,201101,17
12057,201101,51
12061,201101,10
12069,201101,22
12071,201101,53
12081,201101,20
12083,201101,30
12085,201101,15
12086,201101,76
12091,201101,16
12095,201101,35
12099,201101,43
12101,201101,45
12103,201101,56
12105,201101,39
12107,201101,12
12109,201101,12
12111,201101,23
12113,201101,15
12115,201101,30
12117,201101,15
12127,201101,40
13051,201101,13
13057,201101,10
13067,201101,17
13089,201101,14
13121,201101,23
13135,201101,15
13139,201101,12
13151,201101,12
15003,201101,22
16001,201101,24
16083,201101,11
17019,201101,14
17031,201101,173
17043,201101,27
17089,201101,22
17097,201101,19
17111,201101,18
17119,201101,21
17161,201101,11
17163,201101,17
17167,201101,12
17179,201101,12
17197,201101,19
17201,201101,12
18003,201101,15
18019,201101,11
18035,201101,11
18039,201101,14
18081,201101,13
18089,201101,20
18097,201101,46
18141,201101,18
18163,201101,11
18167,201101,13
19153,201101,24
19163,201101,12
20091,201101,13
20173,201101,29
21067,201101,12
21083,201101,10
21111,201101,42
22017,201101,13
22033,201101,23
22051,201101,21
22055,201101,12
22071,201101,11
22073,201101,12
22103,201101,14
23005,201101,14
23019,201101,13
24003,201101,27
24005,201101,31
24021,201101,12
24031,201101,24
24033,201101,10
24510,201101,20
25001,201101,15
25005,201101,26
25009,201101,35
25013,201101,18
25017,201101,60
25021,201101,26
25023,201101,18
25025,201101,16
25027,201101,31
26005,201101,10
26025,201101,10
26049,201101,19
26065,201101,12
26075,201101,11
26077,201101,15
26081,201101,19
26093,201101,11
26099,201101,28
26125,201101,34
26145,201101,12
26163,201101,87
27003,201101,14
27053,201101,34
27123,201101,13
27137,201101,12
27145,201101,11
28047,201101,15
29047,201101,17
29077,201101,15
29095,201101,35
29099,201101,11
29183,201101,11
29189,201101,36
29510,201101,12
30111,201101,12
31055,201101,26
31109,201101,10
32003,201101,54
32031,201101,19
33011,201101,12
33013,201101,10
33015,201101,19
34001,201101,15
34003,201101,38
34005,201101,18
34007,201101,21
34013,201101,22
34015,201101,14
34017,201101,19
34021,201101,17
34023,201101,43
34025,201101,21
34027,201101,17
34029,201101,49
34031,201101,20
34035,201101,13
34039,201101,13
35001,201101,18
36001,201101,11
36005,201101,42
36007,201101,10
36013,201101,12
36027,201101,14
36029,201101,44
36047,201101,47
36055,201101,23
36059,201101,50
36061,201101,40
36063,201101,15
36065,201101,10
36067,201101,26
36071,201101,10
36081,201101,57
36085,201101,16
36087,201101,19
36093,201101,14
36103,201101,58
36111,201101,13
36119,201101,31
37001,201101,16
37027,201101,13
37035,201101,12
37051,201101,14
37057,201101,16
37067,201101,21
37071,201101,21
37081,201101,30
37097,201101,10
37119,201101,19
37151,201101,13
37159,201101,13
37171,201101,17
37183,201101,28
39017,201101,18
39035,201101,68
39049,201101,58
39061,201101,42
39085,201101,14
39093,201101,20
39095,201101,26
39099,201101,13
39103,201101,10
39113,201101,34
39141,201101,10
39151,201101,27
39153,201101,30
39155,201101,11
40017,201101,10
40027,201101,14
40101,201101,10
40109,201101,45
40143,201101,37
41005,201101,24
41019,201101,12
41029,201101,11
41039,201101,24
41047,201101,15
41051,201101,38
42003,201101,60
42007,201101,10
42011,201101,26
42013,201101,11
42017,201101,19
42029,201101,17
42041,201101,13
42045,201101,26
42049,201101,10
42055,201101,11
42069,201101,12
42071,201101,31
42079,201101,22
42089,201101,12
42091,201101,39
42095,201101,16
42101,201101,56
42107,201101,11
42125,201101,11
42129,201101,19
42133,201101,21
44007,201101,33
45003,201101,10
45007,201101,23
45019,201101,18
45045,201101,20
45051,201101,23
45063,201101,13
45077,201101,10
45083,201101,10
45091,201101,10
46099,201101,12
47037,201101,25
47065,201101,27
47093,201101,17
47149,201101,14
47157,201101,37
47163,201101,13
47179,201101,10
48001,201101,10
48027,201101,13
48029,201101,57
48039,201101,11
48085,201101,16
48091,201101,11
48113,201101,77
48121,201101,19
48135,201101,12
48141,201101,28
48167,201101,11
48181,201101,19
48201,201101,80
48213,201101,10
48215,201101,18
48245,201101,14
48251,201101,10
48303,201101,18
48329,201101,13
48339,201101,15
48355,201101,14
48367,201101,10
48375,201101,10
48423,201101,13
48439,201101,80
48453,201101,15
48491,201101,14
49035,201101,20
51041,201101,13
51059,201101,14
51087,201101,11
51153,201101,12
51770,201101,14
51810,201101,19
53011,201101,17
53033,201101,47
53035,201101,13
53053,201101,35
53061,201101,26
53063,201101,29
53073,201101,11
53077,201101,16
54039,201101,22
55025,201101,21
55059,201101,13
55079,201101,37
55105,201101,10
55133,201101,10
56021,201101,10
01003,201102,14
01073,201102,25
01097,201102,23
01117,201102,10
01125,201102,12
04013,201102,172
04015,201102,10
04019,201102,58
04021,201102,19
04025,201102,12
05119,201102,16
05131,201102,10
06001,201102,41
06007,201102,18
06013,201102,45
06019,201102,19
06029,201102,42
06037,201102,282
06047,201102,12
06053,201102,11
06059,201102,99
06061,201102,15
06065,201102,108
06067,201102,60
06071,201102,105
06073,201102,92
06075,201102,22
06077,201102,27
06079,201102,14
06081,201102,18
06083,201102,12
06085,201102,41
06087,201102,11
06089,201102,20
06095,201102,20
06097,201102,18
06099,201102,16
06107,201102,16
06111,201102,32
08001,201102,16
08005,201102,20
08013,201102,10
08031,201102,24
08041,201102,20
08059,201102,29
08077,201102,11
08101,201102,13
09001,201102,23
09003,201102,34
09005,201102,12
09009,201102,39
09011,201102,11
10003,201102,18
10005,201102,14
11001,201102,12
12001,201102,12
12005,201102,13
12009,201102,28
12011,201102,69
12015,201102,22
12017,201102,14
12021,201102,23
12023,201102,11
12031,201102,46
12033,201102,17
12053,201102,15
12057,201102,35
12069,201102,15
12071,201102,27
12073,201102,10
12081,201102,16
12083,201102,18
12085,201102,11
12086,201102,72
12091,201102,12
12095,201102,29
12097,201102,14
12099,201102,65
12101,201102,37
12103,201102,59
12105,201102,41
12111,201102,15
12113,201102,14
12115,201102,28
12117,201102,14
12127,201102,33
13015,201102,11
13051,201102,16
13089,201102,16
13121,201102,21
13135,201102,11
13215,201102,14
15003,201102,17
16001,201102,19
16083,201102,10
17019,201102,10
17031,201102,149
17043,201102,35
17089,201102,16
17097,201102,19
17099,201102,10
17111,201102,10
17167,201102,14
17197,201102,15
17201,201102,10
18003,201102,20
18005,201102,13
18019,201102,12
18035,201102,11
18039,201102,10
18081,201102,10
18089,201102,20
18097,201102,54
18141,201102,12
18163,201102,14
18167,201102,10
19153,201102,22
20091,201102,18
20173,201102,25
20177,201102,10
20209,201102,17
21093,201102,12
21111,201102,38
21117,201102,10
21199,201102,10
21227,201102,10
22017,201102,12
22033,201102,12
22051,201102,19
22071,201102,14
22073,201102,13
23005,201102,10
23011,201102,10
24003,201102,29
24005,201102,48
24013,201102,10
24021,201102,11
24031,201102,14
24033,201102,19
24510,201102,20
25001,201102,16
25005,201102,16
25009,201102,18
25013,201102,23
25015,201102,10
25017,201102,34
25021,201102,20
25023,201102,27
25025,201102,25
25027,201102,31
26025,201102,10
26049,201102,23
26075,201102,13
26081,201102,19
26099,201102,32
26125,201102,28
26145,201102,18
26147,201102,14
26163,201102,75
27003,201102,12
27053,201102,29
27123,201102,19
27137,201102,17
28047,201102,10
28121,201102,12
29047,201102,13
29077,201102,10
29095,201102,38
29099,201102,13
29183,201102,12
29189,201102,36
29510,201102,14
31055,201102,22
31109,201102,16
32003,201102,62
32031,201102,21
33011,201102,17
34003,201102,31
34005,201102,20
34007,201102,23
34013,201102,16
34015,201102,14
34017,201102,16
34021,201102,14
34023,201102,22
34025,201102,25
34027,201102,20
34029,201102,39
34031,201102,15
34035,201102,16
34039,201102,14
35001,201102,34
35045,201102,11
36001,201102,12
36005,201102,37
36013,201102,11
36027,201102,16
36029,201102,44
36047,201102,40
36055,201102,25
36059,201102,51
36061,201102,38
36063,201102,18
36065,201102,11
36067,201102,24
36071,201102,11
36081,201102,43
36085,201102,16
36087,201102,12
36089,201102,14
36103,201102,48
36119,201102,27
37021,201102,14
37035,201102,13
37045,201102,10
37051,201102,10
37067,201102,20
37071,201102,21
37097,201102,16
37119,201102,16
37129,201102,10
37151,201102,11
37183,201102,24
39007,201102,13
39017,201102,13
39023,201102,12
39035,201102,81
39049,201102,43
39061,201102,42
39085,201102,12
39089,201102,11
39093,201102,34
39095,201102,28
39099,201102,10
39103,201102,12
39113,201102,37
39119,201102,10
39133,201102,10
39151,201102,24
39153,201102,37
39155,201102,15
40027,201102,14
40051,201102,12
40079,201102,10
40109,201102,46
40143,201102,32
41029,201102,10
41033,201102,16
41039,201102,26
41047,201102,16
41051,201102,28
42001,201102,10
42003,201102,68
42011,201102,16
42017,201102,31
42019,201102,14
42041,201102,13
42045,201102,20
42049,201102,20
42071,201102,15
42077,201102,10
42079,201102,20
42091,201102,41
42101,201102,64
42125,201102,18
42129,201102,20
42133,201102,15
44007,201102,39
45007,201102,16
45019,201102,12
45041,201102,11
45045,201102,26
45051,201102,12
45063,201102,15
45077,201102,10
45079,201102,11
45083,201102,26
47037,201102,35
47065,201102,22
47093,201102,34
47149,201102,17
47157,201102,35
47163,201102,15
47165,201102,11
47179,201102,13
48029,201102,57
48039,201102,16
48061,201102,12
48085,201102,10
48113,201102,71
48121,201102,15
48141,201102,20
48201,201102,86
48245,201102,13
48303,201102,15
48309,201102,13
48329,201102,12
48339,201102,22
48355,201102,16
48375,201102,10
48423,201102,10
48439,201102,65
48453,201102,27
48491,201102,14
49035,201102,20
51041,201102,12
51059,201102,17
51550,201102,11
51710,201102,11
51770,201102,11
51810,201102,17
53011,201102,20
53033,201102,46
53035,201102,11
53053,201102,35
53061,201102,20
53063,201102,26
53067,201102,15
53073,201102,16
53077,201102,14
54039,201102,18
54107,201102,11
55025,201102,12
55059,201102,10
55079,201102,37
55133,201102,17
01003,201103,11
01055,201103,12
01073,201103,22
01077,201103,10
01089,201103,11
01097,201103,23
01103,201103,12
04007,201103,11
04013,201103,170
04015,201103,21
04019,201103,62
04021,201103,24
04025,201103,18
04027,201103,15
05007,201103,11
05119,201103,16
05131,201103,13
06001,201103,40
06007,201103,23
06013,201103,46
06019,201103,34
06029,201103,46
06037,201103,330
06047,201103,15
06059,201103,107
06061,201103,18
06065,201103,111
06067,201103,63
06071,201103,89
06073,201103,118
06075,201103,20
06077,201103,33
06079,201103,15
06081,201103,20
06085,201103,35
06089,201103,19
06095,201103,13
06097,201103,21
06099,201103,24
06107,201103,28
06111,201103,20
06113,201103,10
08001,201103,19
08005,201103,17
08013,201103,12
08031,201103,18
08041,201103,13
08059,201103,21
08077,201103,13
08101,201103,11
09001,201103,28
09003,201103,40
09009,201103,37
09011,201103,10
10001,201103,12
10003,201103,20
10005,201103,14
11001,201103,16
12005,201103,10
12009,201103,47
12011,201103,75
12015,201103,17
12017,201103,18
12019,201103,15
12021,201103,30
12031,201103,32
12033,201103,16
12053,201103,14
12055,201103,14
12057,201103,37
12061,201103,10
12069,201103,14
12071,201103,31
12081,201103,21
12083,201103,30
12085,201103,15
12086,201103,88
12091,201103,10
12095,201103,29
12099,201103,54
12101,201103,50
12103,201103,68
12105,201103,41
12107,201103,10
12111,201103,24
12115,201103,36
12117,201103,26
12127,201103,39
13067,201103,20
13089,201103,15
13115,201103,11
13121,201103,15
13139,201103,11
13215,201103,12
15003,201103,16
15009,201103,10
16001,201103,20
16027,201103,10
17031,201103,154
17043,201103,32
17089,201103,20
17097,201103,23
17099,201103,11
17111,201103,20
17119,201103,19
17161,201103,15
17163,201103,17
17179,201103,11
17197,201103,14
17201,201103,16
18003,201103,14
18019,201103,11
18035,201103,11
18039,201103,12
18053,201103,12
18057,201103,13
18089,201103,25
18095,201103,10
18097,201103,52
18127,201103,11
18141,201103,16
18163,201103,10
18167,201103,10
19113,201103,12
19153,201103,21
19155,201103,10
