GEOID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
47189,50481,50087,51061,52720,54692,56077,59825,60154,59796,60616,56270,59769,57676,59655,60955,65372,70955,70674,76507,80080
48001,31930,31113,30962,31485,31884,34915,35729,37973,45551,36991,40482,38558,41530,41279,42471,43062,43967,42412,45969,48461
48003,35617,35859,36431,38190,40493,40223,42257,48020,49043,53669,51339,52865,57690,62781,66878,72184,60644,63451,84946,74918
48005,34022,33415,33532,34630,35749,37146,39342,37953,37782,38752,38954,39169,39747,41804,42128,45428,43658,45318,46653,51750
48007,31473,30525,30298,31245,31869,32963,35808,38281,40789,40101,38516,38887,40883,41666,44551,41560,44866,46970,46912,53085
48009,40570,40531,40659,41580,43330,45146,41951,49458,51616,51500,51895,52318,55459,56805,58867,60414,58928,58311,61190,63731
48011,37313,37097,36667,38697,40857,42671,44063,46289,47097,48164,48738,49501,50040,52122,55177,55198,54868,55337,57210,64424
48013,33284,32799,32904,33884,34699,35934,39749,40186,41883,39190,42439,41236,44828,46631,52785,49047,53622,48636,50594,57309
48015,40111,40210,41128,42007,42898,43684,46603,50277,49721,50558,50154,48209,51448,52042,58792,57960,55973,61111,59942,68311
48017,29566,28977,28204,28505,28841,29711,31507,30933,33331,35294,35476,35816,38504,37626,36821,38299,40536,42045,45051,46174
48019,39374,38729,38759,39396,40522,41338,44656,43260,48688,45647,46678,46652,48492,50334,50107,53662,55885,55578,53008,59604
48021,43302,42775,42833,43693,44223,46501,50304,51563,52129,48788,49812,51947,50024,50151,52886,56866,56449,62992,61883,62627
48023,26026,25369,25175,26112,26873,26750,28292,30539,32236,31858,32111,32208,33164,34563,36027,38231,36616,37013,41180,41539
48025,28575,27707,27170,27743,28392,29886,32014,34714,35695,37165,36462,36048,39070,41804,40680,42540,40753,41392,41806,44171
48027,37619,37176,37621,38203,38253,41386,42849,47434,49448,45796,49338,45797,48391,50223,51048,48894,51993,52164,54292,54831
48029,39540,38968,38418,38676,38832,42063,42833,44587,45794,45315,47724,46589,49651,49655,50699,52230,53170,54163,54210,58956
48031,39479,39359,40338,41609,43264,44511,49072,49320,49446,48866,46981,54000,52668,54914,57177,53449,57634,62115,64832,68404
48033,31063,32868,36050,40767,37739,36817,38329,41783,44822,46729,47938,51426,58489,60443,61750,63358,60306,59039,66101,71926
48035,34559,33898,34233,34970,35734,37033,41289,41137,41871,42868,40732,41361,40763,42864,44397,47135,47636,49139,48460,55179
48037,34302,33962,33947,34615,35157,33688,38658,41822,39531,40634,42272,43364,40574,41657,41883,42515,45455,49153,47339,51207
48039,48626,49107,50561,51674,52483,50795,56805,60784,63959,66516,64242,62180,64883,66337,73788,71230,74510,80840,74225,83704
48041,31190,30833,30660,31569,32228,31702,35563,38039,38592,35360,37468,37623,40064,39732,41641,44767,42279,46083,50113,54471
48043,28880,28256,28548,29295,30467,31466,30743,33158,34189,34758,37200,43896,39235,39106,40179,41785,43055,44617,45670,48581
48045,29604,29781,29186,29256,29635,30640,33181,34911,34442,35104,35931,38372,35983,40235,42139,42261,43376,42678,44409,44259
48047,19942,19425,19955,20905,21717,21398,22392,24208,25341,25052,26027,24567,26857,27644,27875,30124,27703,28106,30116,31410
48049,31526,30666,30834,31835,32728,33990,35853,37664,40279,35876,37512,38466,43303,38636,41316,41981,43770,41538,47097,56040
48051,33273,32895,33053,33979,35141,36117,37942,41404,42829,38898,41273,42025,43561,45732,48140,50113,48533,47409,53626,61745
48053,39261,38659,39671,40954,42297,43781,45984,48510,48321,46327,49195,44636,49685,49286,53203,53086,55919,59009,56696,62827
48055,36352,35616,35862,36850,37250,38996,39268,43846,45151,40218,41749,40721,42963,46021,47227,46093,49598,51895,52588,55301
48057,36305,35057,34266,35211,35770,38860,39070,41822,43123,42463,42745,43339,44736,51004,46705,50873,52916,55240,52085,55909
48059,33036,32248,32528,33152,34235,35516,37043,38736,41493,41950,40614,43074,41874,42138,40796,44450,45727,45843,50330,50812
48061,26542,25404,25587,26352,26719,25916,27877,29589,30950,30760,31624,31902,31080,33905,32215,34044,36587,36624,38106,40893
48063,32415,31574,30927,31700,32360,33319,34770,36423,38435,35929,37704,36393,37232,37941,37801,40768,41937,41932,43714,47091
48065,42162,42005,39006,38341,38724,41245,44722,47669,50493,55673,51311,55250,53302,59252,58425,61083,62573,60668,64799,69760
48067,29756,29155,29493,30285,30984,32156,34667,34181,36378,37065,34556,36061,36172,37546,39256,39274,40597,40104,44154,44529
48069,31477,31286,29053,34761,33536,34170,33816,34831,36748,34706,35973,38175,40710,40689,42966,43372,45229,41746,45689,51736
48071,50708,51428,54070,56478,54474,53961,58221,62164,66033,68478,69491,69378,73031,74915,77281,77282,80279,81018,89513,93351
48073,29749,29135,29113,30040,30223,33172,34199,35413,35906,35821,34910,35119,35202,37735,38465,41355,39407,47147,43483,46576
48075,28134,26949,26828,27416,28147,29860,30924,32218,33634,32886,35171,33780,34731,33919,39025,37732,39140,40925,42291,44095
48077,36247,36593,36997,37957,39004,41560,43474,46535,48445,49761,47434,48358,51960,50336,50993,51234,49171,53438,58356,59983
48079,27892,28002,26810,26841,29658,30193,30541,32832,34388,33343,35496,38276,35652,37242,39870,39398,39900,40796,42873,43742
48081,29818,29367,29132,29934,30092,30657,31831,33812,35848,42936,35754,37441,37891,38866,41593,42498,41529,42314,44804,48435
48083,26405,25721,25424,25479,27032,27187,28182,30457,30777,30488,30637,31865,32231,33014,37497,35922,42258,35596,39484,44834
48085,77303,77249,75866,74333,75709,71419,74681,80059,81875,77905,77862,82765,81992,81315,86634,86823,90382,95394,96936,96847
48087,26918,26707,25889,28098,28352,29047,30515,32049,31486,31452,32949,34634,35484,35389,38655,38775,37389,39809,39536,40314
48089,32706,32104,31843,32528,33865,35111,36222,39317,39441,41073,41395,42451,40702,42438,46484,47783,48161,49100,48258,55607
48091,47472,46713,47616,48888,50246,53643,58702,58589,61393,62642,61573,59754,59081,70322,64533,68362,76296,72562,76523,87976
48093,29082,28649,29131,29726,30495,30578,31889,34537,34516,35715,34878,35296,36522,35434,38280,41155,40052,46161,52251,54122
48095,29372,28951,26896,28151,29504,32122,33636,35580,37505,36765,33711,35514,37147,39035,40837,39945,39622,42723,40987,43321
48097,38704,38129,38380,39744,41200,42857,44047,47684,49705,49790,45428,49127,51473,53565,57378,54534,59243,57382,52047,61186
48099,36277,36195,35841,35133,35110,39129,41665,44697,48308,42853,45431,47864,46132,50161,47018,45989,50122,51486,48099,53083
48101,26181,25759,25320,26623,27257,28011,27718,30558,29462,28902,31892,32656,30660,32292,32722,35602,34605,36201,38304,40449
48103,34831,34748,34617,36684,38978,39492,42052,46376,50114,51485,50356,49831,55599,58901,61098,65883,57408,56356,61987,68626
48105,31182,31592,32269,33180,34351,33903,36535,39759,42223,43581,42329,44331,46713,50243,49614,53903,46556,44991,49117,54165
48107,26277,26304,26368,28124,29452,29560,30682,32771,33294,31803,33332,32661,36492,35443,36627,34562,35136,36942,37911,38871
48109,25514,24695,24451,23923,24672,26228,26168,28452,30084,30085,30666,31186,31430,32945,33637,35192,36663,37825,42164,44462
48111,30877,30419,28973,29825,30619,29177,31885,36101,37192,35022,37454,43454,40312,42378,43523,47559,48470,47838,50587,55793
48113,43550,42421,41271,41256,41947,42791,44894,46468,47155,46044,46909,47335,47343,47902,50118,51824,54429,56732,59838,61807
48115,28528,27284,26218,27089,27963,29309,29719,31408,40590,34901,33938,37492,36312,38333,41876,42589,41073,42127,43726,48165
48117,30684,30048,28719,29203,29045,30719,33385,34194,35710,33680,36638,36073,39481,37991,41499,45713,43944,42698,44230,46178
48119,29684,28465,28413,29540,31122,33043,33441,34975,35494,35216,36193,34968,37515,37985,38304,42846,41266,41644,44410,51348
48121,61381,61438,61923,61460,62234,61825,67078,71296,73678,70724,68671,70243,71338,75099,74569,75898,80841,86462,88384,90910
48123,29746,29160,28945,29421,30190,31711,32910,34806,40225,36273,36611,38620,40515,45937,45717,47365,46915,47657,49208,52544
48125,25650,24667,24444,24663,25292,26645,28598,29579,30343,30591,32669,32925,32829,35491,35924,39169,38239,38702,39627,41973
48127,22202,21745,22072,23667,24069,24260,25656,25803,27895,27543,29685,30503,33342,35801,36856,40040,38275,35696,37177,40315
48129,28456,28430,27848,29049,29089,30561,33208,34093,35875,34152,34967,34606,35081,34861,37263,36862,38777,41867,40945,41093
48131,23545,23544,23801,25165,25983,25715,26420,29968,33127,30199,30365,31294,33223,35118,35069,36986,34777,33495,35156,37100
48133,27537,26929,27186,28174,29430,30481,31426,33835,35258,32844,32913,36761,37916,39959,36591,41944,37789,39620,44773,46991
48135,32259,32163,32165,33124,34138,35597,39191,44107,46868,43935,42339,47930,49784,53752,55555,62519,53474,54422,60431,65564
48137,25035,24617,24863,25991,27521,27942,27971,30120,31434,30517,32643,33102,34388,35339,35554,37567,36539,35164,37812,40424
48139,50312,49117,49371,49839,50439,51657,54974,55617,63500,57943,57929,60931,58016,59257,61157,66811,69448,71512,76792,78341
48141,29840,29465,29831,31161,32046,31340,32354,35116,36519,36078,36064,39116,40092,39748,40081,43101,42048,44120,43948,48629
48143,31865,31244,30826,30737,32270,35112,35311,37421,40399,36584,38068,38860,38636,40346,41914,45663,43787,48230,47087,53044
48145,26966,26122,26202,26944,27818,28332,29861,30265,32844,31585,30576,33125,34388,34376,35491,37912,38559,35988,37428,41484
48147,34413,33676,33373,34014,35434,37549,39536,40840,41320,41521,40891,39985,43183,42392,43211,43733,46347,50598,53111,56123
48149,36052,35823,36700,38107,39583,39723,40001,45005,45141,46036,45123,44862,46907,50938,49830,53173,53776,56320,55776,62195
48151,28032,27861,27584,29325,30287,30936,32385,33855,34838,35942,35794,38717,38963,40691,44519,43082,46247,47292,45261,51053
48153,28669,27675,26301,26942,28460,28223,30298,31264,32794,31401,33345,35399,34503,36534,36898,36859,40536,41390,39891,45022
48155,26996,25866,24400,25329,25190,25535,27503,29032,30176,28537,31479,30488,32041,33484,33442,36466,36056,35007,37648,38615
48157,67757,67333,66480,64983,65488,70202,74815,77016,83968,80548,76758,82147,86037,87901,88516,95117,90972,91661,92310,101361
48159,33403,33200,33999,36997,35830,36789,37942,40152,39830,40142,40579,40936,40892,41497,42099,43569,44202,44358,48222,50630
48161,32398,32143,32509,34114,34982,36686,38206,40664,41153,43076,42266,44564,45402,44408,46526,48057,45681,47616,49317,52511
48163,24746,23836,23676,24340,25082,26690,27936,29583,31072,29961,30820,31996,32276,35405,34206,38809,39193,37853,41038,40360
48165,30940,30647,30219,31553,32430,35354,36504,38530,40489,42970,39111,43703,46659,49661,50709,53297,51910,52138,56321,67171
48167,43916,43716,44247,44872,45735,46012,52176,52392,57950,55883,57124,58106,59588,60210,58333,66173,64155,69674,71959,73214
48169,28054,27373,27423,28807,30678,30880,32201,35571,37815,44574,38400,39004,39988,47134,49947,54606,44210,46587,46490,48975
48171,38551,38023,38606,40105,41702,41985,45386,49818,57244,49740,47216,51981,51132,50443,52814,54180,58787,58412,61433,62143
48173,37503,38068,34917,38792,41100,42566,45741,47583,52364,52384,54354,59309,55394,65789,73335,74854,71360,78088,83330,93759
48175,34832,34871,35111,36166,38038,38218,40044,44571,45273,44733,42646,43737,46400,48458,49369,52612,55264,52403,55008,56758
48177,28839,28374,27927,28890,29472,31070,32651,33751,34613,33123,34166,36408,36006,37051,42291,43519,45491,45052,49829,48425
48179,33168,33043,32759,33746,34740,33482,37539,40890,44888,38384,42701,41488,43131,48623,49012,49415,47828,46599,49121,52543
48181,37851,36950,36895,37772,38752,39655,42839,44392,45669,43229,44356,44080,46127,44596,49261,48164,51808,54431,51403,57439
48183,36039,35799,35853,37076,38333,37436,39923,40900,45792,43049,41623,43356,43321,46501,50020,48561,45594,47208,50610,53137
48185,32296,31933,31335,32546,33760,36117,37730,38799,42415,39494,39959,41981,42674,44486,44795,44226,50891,48023,49498,51651
48187,43134,42828,43586,45609,47662,49127,52635,52862,61979,57817,58799,57576,62141,59288,61825,64252,67683,66886,73864,78801
48189,31420,30525,29991,31024,31228,31371,33123,35556,35802,35144,35640,36142,40118,39209,40213,41999,40152,43570,42782,49187
48191,23589,23157,23172,24261,24405,26933,25695,27688,29089,26746,29302,30376,28656,30380,33324,32158,30971,32980,32597,35940
48193,31214,30138,29619,30356,32697,33179,35162,37194,37884,38241,38179,37936,37386,39448,41207,46181,45718,44230,49210,52505
48195,38560,37992,34117,35087,35974,36216,39363,44826,45291,44690,43338,50505,51038,52207,50698,55215,57832,55761,57240,58703
48197,28995,28806,27984,28921,29083,30507,32290,33602,34007,33657,33640,34294,34601,36726,36992,38154,35521,39022,42469,40057
48199,38899,38389,38981,40465,41677,43511,46127,52798,50477,53677,49556,52514,52318,52037,53872,56201,60692,58829,60909,62616
48201,41220,43279,42704,42262,41922,44085,47159,49977,52391,50577,50437,50924,51298,52533,54230,56670,56415,58664,60241,61638
48203,33911,33311,33218,34521,35620,36807,39991,40873,45016,43503,44506,44427,44958,43777,48461,46593,47181,50584,50131,55171
48205,48072,47755,42193,41324,41555,47122,46834,51456,54316,54915,57589,60548,61498,64558,64182,66231,70121,69000,72451,72796
48207,24693,24437,24027,25690,26452,26636,27540,29237,32817,31007,30845,32493,31505,34473,35607,36085,34653,35075,40880,38613
48209,45901,45302,45318,45893,47287,45060,52703,55132,57410,53113,57051,56557,55819,59260,59569,61121,64864,66525,68180,72890
48211,39483,39645,39499,42408,44236,43986,45850,52192,56489,60361,55391,58502,60499,69124,66505,71177,74856,64338,66849,71299
48213,32806,32245,31964,32503,33038,33993,35135,38990,40145,39007,37137,38191,38017,39069,40921,44944,43425,44500,43337,49896
48215,24855,24115,24449,25937,26375,24808,28538,30153,30513,30360,33070,31021,33393,34607,34368,35441,35928,36978,38785,41656
48217,32064,31270,31416,32411,33280,34163,37296,38849,38020,39028,38583,39184,37610,40253,41521,44965,47338,47162,48670,53210
48219,32057,31804,31534,32678,33841,36987,36739,42113,42371,41086,40334,42710,46010,50047,50124,48768,46856,48449,46764,51149
48221,44772,43864,44879,45951,47382,47435,52019,52730,58205,55169,52633,48622,56591,59053,55472,61371,57346,64687,60917,74534
48223,32855,32302,31760,32286,33267,35176,36597,39105,39912,37151,40446,40441,40228,41863,44076,43284,46582,44925,52079,50332
48225,28796,27868,27497,28036,28630,30146,29380,33497,33272,32635,33198,31892,33650,34777,33698,37536,34587,37723,39533,43601
48227,30765,30198,30092,30723,31927,33619,35812,37285,38661,36929,39022,41125,42256,46636,47299,47148,51863,46899,50423,61112
48229,22878,21818,21857,21938,22177,23426,23096,25095,26625,27053,26993,28624,30043,31354,32086,33048,35252,39683,42671,39309
48231,36697,36219,36133,37347,38268,40796,38088,43330,45396,42160,41841,47394,42821,44361,43385,46632,51827,53421,53360,57513
48233,38442,38044,37912,39643,40429,39118,41040,44157,49548,43969,46035,49038,50752,50060,51508,53085,53936,53465,54351,57936
48235,38854,38212,37818,36944,38819,40709,41905,46796,49332,50206,52857,54628,57551,58826,63054,64777,67249,63827,56775,68630
48237,32659,32069,32713,34104,35074,36159,39275,44165,43173,47122,41510,45069,44064,50168,52030,51711,46975,47824,48780,55358
48239,36288,35238,33850,34391,35480,38117,39019,48497,44278,43897,42097,43740,45363,48338,52185,53667,53143,49350,54088,55800
48241,31584,30689,30742,31275,31674,32833,33703,36608,38264,39085,37495,38260,39219,39414,41017,46541,44909,43368,47551,47252
48243,32377,32478,32787,32299,33755,37417,36431,38850,42055,38116,46122,48161,43065,44234,46364,47654,46688,38537,51343,53362
48245,35413,34515,34247,35012,35110,36226,38484,39499,44155,41087,39756,41363,41207,42099,41147,47620,46198,47852,48121,55173
48247,26253,26226,26366,28025,29634,28007,31809,32350,33104,32984,34077,32179,34546,35854,36929,36048,33784,32319,36176,38788
48249,29046,28669,29119,30979,32118,30722,34925,35528,37414,35806,36404,39120,43696,41249,46200,43028,40056,40681,41919,44444
48251,44372,43932,44216,45284,46330,45407,50665,53067,53819,56088,52360,54412,56659,55960,55926,58685,59809,61813,62635,66538
48253,28967,28326,27626,28516,29670,33537,35309,35584,37797,35647,35193,35709,38066,40621,41079,41871,40931,44132,43903,51094
48255,26797,26022,25725,26415,27133,28674,30967,31818,33394,34476,34970,35904,37292,43413,43986,47129,47608,48708,48743,54843
48257,44091,43492,44523,46108,47575,49996,51897,53935,58497,55340,56899,59986,55044,61004,57585,60438,62363,65942,67434,75009
48259,50859,51127,53517,55237,57890,58843,60176,67471,71262,72094,68301,71388,68975,75860,77764,79108,83805,89637,90937,94899
48261,25774,25714,23483,24248,26319,27326,27201,30581,29587,32336,33502,34851,36236,38088,38451,40082,38718,38031,42153,46132
48263,31828,31400,31229,33733,32660,31335,35767,36697,35804,37593,37318,42829,38627,41038,43026,45338,45123,45330,47625,52591
48265,34412,34401,35122,35939,37217,38276,40342,42642,42406,43648,42064,45621,40919,42456,44113,47389,50461,49748,53704,57789
48267,29248,28621,28212,28379,30142,31185,33799,35174,37046,36388,36126,35867,38378,38019,38750,37448,40118,41081,42503,44757
48269,37053,36937,35525,35925,37725,41738,38546,42117,44939,50014,48003,51237,53263,56680,64203,69588,59142,56346,57925,71256
48271,28611,27833,28500,29927,31335,31638,32089,29010,35576,34777,35725,37917,38870,41271,39335,40840,40612,42650,43192,47076
48273,29551,29120,29110,30395,31499,32680,32232,37008,36659,37450,37418,36198,39237,39261,40884,40066,44106,41257,42605,47169
48275,26234,25832,25431,26658,27370,27865,30727,30422,31469,31382,31054,33395,33182,34419,36929,43238,37586,37749,39726,40808
48277,32483,31500,31206,31732,32581,34076,34393,38110,37104,36028,38852,38685,37943,37593,41009,39433,41887,47212,45767,47061
48279,29013,27897,27513,28205,29472,32514,32094,33486,35137,32293,34251,34524,34505,36717,37111,41807,37846,41099,42700,42719
48281,36238,35676,35746,34713,39041,38834,42727,45107,46906,45485,47772,47135,48442,48746,50699,50985,52637,55759,55151,58817
48283,22754,22508,22749,23542,24181,25019,26035,27960,29778,28103,28834,29938,32001,35491,38012,42500,39926,41518,40072,41683
48285,31002,30591,30798,32076,33806,34685,35706,38025,43814,38795,39468,44186,41606,43827,47041,49752,48975,51191,51128,52632
48287,37078,36758,36576,37427,39196,39549,41928,44875,49336,46757,45661,44411,49906,52088,52895,54747,51768,54164,55834,59250
48289,32143,31958,31990,32761,34202,35070,36756,38742,41212,38775,40847,43545,42201,43617,45159,47740,44891,43189,47065,50522
48291,37332,37089,37407,38205,39120,37428,41579,46159,48374,45308,46770,45712,48441,46176,47123,53552,48592,50420,52577,53274
48293,29312,28510,28613,30224,30792,32287,35922,35110,39314,34597,37438,36887,36496,36537,37256,40655,39382,41434,43226,43644
48295,33563,33955,32308,34081,36222,36491,37643,45179,46490,53348,46347,52256,51003,56484,60810,60955,54180,54091,57332,65388
48297,32202,31412,30193,31361,32367,34279,36306,39814,43376,40636,39091,41601,44573,49726,51481,53184,51953,50430,48814,54163
48299,34315,33086,32826,33814,34991,38393,39773,41521,44370,41431,40102,42282,44316,45669,45096,46366,48135,51078,54019,55617
48301,40114,40942,34680,38806,37665,40785,38623,45691,50221,49903,50188,46204,41252,44407,55819,59499,64179,65203,78637,88487
48303,33232,32347,32405,33158,33642,35150,37403,41223,44389,39159,41757,42978,41555,46223,45719,47139,48587,47460,50377,54733
48305,27679,27036,26299,29408,30552,31207,30873,32840,35256,33097,36145,36530,34852,37678,41589,38922,39869,44567,43436,45737
48307,27107,26718,27034,28362,29400,28944,30445,31681,32743,35033,32469,35775,36483,38408,39649,39900,40125,40157,42719,43262
48309,34562,33402,33447,34202,35225,36171,36773,40459,40223,38963,39620,40563,40855,41066,43488,46264,46662,47306,48858,51078
48311,34902,35004,34103,34651,35041,36046,36843,37661,40033,40809,44541,46528,49866,56686,61571,60709,67249,68133,64633,68349
48313,29721,29136,29131,29401,29613,31411,34889,34285,36650,32873,35189,35218,36579,37460,39030,40857,42429,42058,45445,46274
48315,25423,24541,23967,24467,25975,27683,28401,31043,31510,31210,32173,31922,33330,36090,34452,35152,34919,36936,38011,37876
48317,31990,31940,30767,33629,35690,37009,33832,40927,43492,40933,44863,46680,47358,50004,61896,60815,58760,59907,56484,68745
48319,30418,29795,30851,32269,33929,34754,36511,37846,39217,36965,38802,39080,42128,42087,42820,45340,44818,47213,49560,54914
48321,33639,32475,31740,31972,32573,33975,36124,38680,40578,38938,39874,40778,40860,42036,41587,45073,46324,46801,48830,49276
48323,22432,21751,22312,23897,24786,24736,25542,27652,29787,27446,27710,28502,31313,32073,32248,34687,35654,33507,35594,40017
48325,35723,34965,35105,36111,37657,39142,43825,44606,44632,45278,47099,47191,51345,53714,53440,52831,51304,56173,59304,60695
48327,25098,24454,24876,25782,26609,27013,27327,32749,31211,29710,30277,30349,31608,31390,32580,34308,34839,34033,35881,38425
48329,39205,39889,39548,40373,42657,42132,45682,51280,56320,54949,53482,54996,61268,71151,74811,79829,68729,76307,80189,85811
48331,33864,32856,32380,32381,33461,34372,34306,39427,41290,37245,36799,38244,38715,40120,41849,46433,42302,44855,46720,48989
48333,30377,29447,28942,29352,30876,32984,34088,35725,35353,34557,36108,39185,39396,40318,38564,40958,43540,42463,47068,46876
48335,26078,25416,24713,25700,26609,28237,30264,32554,35837,34461,34877,36724,37395,47677,41363,41977,41262,41512,48529,44457
48337,31724,31285,31475,32458,33981,35383,37756,40072,41652,42246,42415,44768,45996,41516,48996,49653,46237,47590,50542,53649
48339,50748,51316,52205,53392,55452,59210,60394,63550,65801,65130,65483,61996,65874,69317,70929,72428,72506,77149,77598,88833
48341,36334,35771,34471,34775,34843,37412,39106,43161,43377,41820,44680,45795,47445,46991,42839,49345,52344,51444,53785,55099
48343,29919,29586,29874,30701,32269,31954,35018,35288,36929,35257,34451,35972,35294,36366,37954,37236,38255,39627,41418,43304
48345,27796,28065,26633,27425,28011,29752,32042,32814,34551,33357,35672,34852,36772,37159,37936,40575,37464,36782,41009,40217
48347,29513,28736,28813,29223,29952,31057,31669,32774,36438,32648,35854,38046,35183,36775,38895,39556,38099,42367,45357,46207
48349,31715,31009,30740,31410,32262,34508,36334,37657,40730,38871,37864,38057,40624,38423,43091,41047,44111,41944,46259,48649
48351,28574,27762,27853,28289,28242,32319,30570,34162,35524,37319,36429,36492,35830,38544,39135,40345,41388,41736,43367,45890
48353,27476,27026,27077,27798,28789,30872,30282,32218,36026,34149,33981,34920,34941,35846,38742,40052,40969,42662,42522,46389
48355,34802,34472,34335,35240,36262,38740,37477,41140,45371,41009,41899,43470,48066,48324,51222,50188,53562,51910,53034,56079
48357,40358,40527,37751,39688,41381,41835,44517,50838,51680,55032,50979,52866,55700,60650,61773,67136,61194,58962,49845,62567
48359,36856,35818,33576,33428,34052,36521,37092,51101,44765,40731,43739,46597,49048,52431,54458,53797,54212,55451,56590,59404
48361,38024,37460,37729,38758,38789,38856,41959,46563,48568,45532,45264,44758,49238,51340,48834,51156,53611,57257,56556,62976
48363,31911,31572,31435,32243,33068,34580,35377,37034,41162,40141,39595,34574,40817,39660,40862,42932,43589,45869,46067,50159
48365,33389,33221,33209,34351,36697,36640,38804,42324,42917,46456,48621,45212,50916,49792,48822,50057,47780,48971,51192,56882
48367,46638,46061,46627,47406,49392,53170,53885,59851,61151,62049,57092,63584,63720,61199,67655,67545,67735,74076,73718,82501
48369,33099,33066,30933,31306,31657,32416,32126,35360,40346,36665,38619,39195,44256,41784,41813,46827,48344,48189,50539,50607
48371,28374,27931,27494,28357,29264,30806,32528,34797,37283,37535,39118,42984,42378,43766,44817,45839,45414,44352,47008,52763
48373,33083,32394,33740,34975,36368,32971,33971,37152,36930,36467,38747,37665,40254,39833,41401,42746,43014,44596,46017,50416
48375,30084,29298,29200,29811,30294,30316,32697,32796,36988,35563,35323,35690,35754,37366,38224,40353,41563,43778,41912,41138
48377,21023,20320,20396,24321,24915,23452,24520,27251,27490,28636,30357,31297,32861,32766,34258,33218,32742,29761,37738,33499
48379,33955,33342,32593,33384,34761,36398,38728,40101,41233,42000,40966,40595,41349,42183,47834,46698,47354,43403,47572,65657
48381,45708,45051,45321,45881,47377,47356,51476,53213,57221,54323,57862,57402,56716,60439,64636,62080,65795,63077,69600,70694
48383,35045,35553,36170,38929,41157,40234,44886,49684,53698,54309,48667,47493,56680,61724,62376,65948,67308,58168,65273,67384
48385,26333,25613,26107,26969,27476,27863,30032,29031,31677,28823,31490,30499,33598,34556,37294,34031,36744,36146,39506,40834
48387,27180,26278,25446,26470,27743,31994,29744,32284,32902,33191,32128,32615,33153,31409,34340,36347,36352,35643,42233,41325
48389,24194,23773,23607,23646,24421,25043,27219,29152,31057,31568,32623,32839,34431,37053,39006,44470,40092,40694,45341,48990
48391,31748,31034,30208,30839,31906,32715,36755,37298,37211,36920,39582,38470,40970,45214,43654,45562,45366,42898,44821,46883
48393,44475,44475,44098,44328,49088,54091,52140,58693,63265,63082,58372,59699,60857,70127,69424,71859,75816,67688,67470,70705
48395,29452,29391,29801,30672,31960,32984,34208,35543,37219,37261,36935,38073,39771,40631,43194,53635,42680,44355,44917,47016
48397,66955,67130,68222,69168,71011,73987,75477,79492,79703,77924,81113,84763,85164,92466,84692,92150,97484,98442,102858,105763
48399,28605,28179,27731,27935,29408,30070,30765,33874,35314,34808,32628,34515,35593,36769,38607,39404,40112,41830,42205,48650
48401,33309,32849,32904,33744,35343,37514,40400,41906,42572,43133,43318,41840,44478,44349,46427,49347,46421,49872,49788,56036
48403,28513,27508,27836,28525,29772,27144,31590,34555,33443,34779,34034,34605,35805,37576,35701,36813,38451,37770,40641,43778
48405,26839,26140,25887,26749,27704,29129,29143,30458,30306,29490,31729,32543,31714,32140,32826,33156,36426,39133,38826,40094
48407,32552,31459,31368,31822,32732,33578,40577,39463,40606,40305,42770,41650,42160,42320,43087,42371,45794,44707,47028,42633
48409,34940,34163,34768,36711,37109,37918,39585,40506,44909,45152,44307,45965,48287,46781,51958,52952,51667,50752,53559,57302
48411,29857,29171,28570,29700,30559,31761,32782,34908,35739,34019,34264,35978,37107,36030,38000,42559,39995,43112,43827,46061
48413,30796,32221,32198,34063,36345,36340,40310,41675,44070,43902,32831,41533,47322,50402,50361,53886,47258,45821,47317,53286
48415,32505,32171,32601,33545,36118,36835,39294,44272,42565,45292,44063,45907,49340,53219,56444,57385,50316,51772,53059,56299
48417,32141,32355,32860,34220,36008,36215,39305,40294,43294,41887,42685,42976,48779,51116,55130,51685,55403,61155,57126,65095
48419,29295,28526,27938,28657,29802,31272,32351,33420,35154,35870,34490,36677,37122,36565,35772,41519,37410,39745,41961,39708
48421,35505,35265,31715,33819,35135,36390,36893,38573,42684,42931,41518,44699,46196,48054,49309,54010,55761,49349,57052,55473
48423,38115,37506,37791,38642,39665,39267,41775,44699,47027,46127,44249,44261,46305,47711,45363,49364,52520,54044,56848,59538
48425,41118,40483,41987,42260,43536,44334,46606,49443,51770,53646,49582,52134,52988,56282,51733,58040,56944,62803,63929,67897
48427,17835,17324,17828,19185,19775,17843,20098,23070,23929,22418,24497,24537,23358,25408,26699,28292,26691,28377,30490,32516
48429,30120,29623,28960,29399,30362,31767,31383,35867,38168,37174,38002,37167,40805,43779,44110,45410,42831,41977,43115,46658
48431,35424,35297,36575,37929,37919,39095,41532,44622,48438,49075,49064,50943,51059,57266,59854,62759,60577,55690,59064,66790
48433,28756,29070,29108,29427,31483,32628,34620,35541,37325,36222,36687,37513,39054,42158,42780,45928,44225,43702,46915,48267
48435,36124,37504,39180,41391,44721,42812,46501,48918,56466,60915,51386,53501,60695,59098,60435,60310,54760,57986,54774,63427
48437,30700,29931,27544,29153,29755,31941,32102,32382,33983,31929,33786,35736,37076,35601,37527,40584,38790,41264,43084,44388
48439,48473,47941,47784,47805,48805,49167,51826,53518,56265,53757,52482,52882,56030,56906,58127,60735,61553,65021,66059,70130
